Dismissals,Catches,Stumped,Catches_as_wk,Catches_as_fielder,Inninng,Ground,Start Date,Format,Opponent,Match_number
1,0,1,0,0,2,North Sound,30-Jun-17,ODI,West Indies,3898
2,2,0,2,0,1,North Sound,02-Jul-17,ODI,West Indies,3900
2,2,0,2,0,1,Kingston,06-Jul-17,ODI,West Indies,3902
1,1,0,1,0,2,Kingston,09-Jul-17,T20I,West Indies,617
1,0,1,0,0,1,Dambulla,20-Aug-17,ODI,Sri Lanka,3905
1,0,1,0,0,1,Pallekele,24-Aug-17,ODI,Sri Lanka,3906
0,0,0,0,0,1,Pallekele,27-Aug-17,ODI,Sri Lanka,3907
3,3,0,3,0,2,Colombo (RPS),31-Aug-17,ODI,Sri Lanka,3908
3,2,1,2,0,1,Colombo (RPS),03-Sept-17,ODI,Sri Lanka,3909
1,0,1,0,0,1,Colombo (RPS),06-Sept-17,T20I,Sri Lanka,618
3,2,1,2,0,2,Chennai,17-Sept-17,ODI,Australia,3910
2,1,1,1,0,2,Eden Gardens,21-Sept-17,ODI,Australia,3912
1,0,1,0,0,1,Indore,24-Sept-17,ODI,Australia,3914
0,0,0,0,0,1,Bengaluru,28-Sept-17,ODI,Australia,3917
0,0,0,0,0,1,Nagpur,01-Oct-17,ODI,Australia,3919
0,0,0,0,0,1,Ranchi,07-Oct-17,T20I,Australia,623
0,0,0,0,0,2,Guwahati,10-Oct-17,T20I,Australia,624
0,0,0,0,0,2,Wankhede,22-Oct-17,ODI,New Zealand,3928
2,2,0,2,0,1,Pune,25-Oct-17,ODI,New Zealand,3931
1,1,0,1,0,2,Kanpur,29-Oct-17,ODI,New Zealand,3932
3,2,1,2,0,2,Delhi,01-Nov-17,T20I,New Zealand,630
0,0,0,0,0,1,Rajkot,04-Nov-17,T20I,New Zealand,631
0,0,0,0,0,2,Thiruvananthapuram,07-Nov-17,T20I,New Zealand,632
1,1,0,1,0,2,Dharamsala,10-Dec-17,ODI,Sri Lanka,3939
3,2,1,2,0,2,Mohali,13-Dec-17,ODI,Sri Lanka,3941
2,1,1,1,0,1,Visakhapatnam,17-Dec-17,ODI,Sri Lanka,3942
4,2,2,2,0,2,Cuttack,20-Dec-17,T20I,Sri Lanka,633
2,0,2,0,0,2,Indore,22-Dec-17,T20I,Sri Lanka,634
0,0,0,0,0,1,Wankhede,24-Dec-17,T20I,Sri Lanka,635
0,0,0,0,0,1,Durban,01-Feb-18,ODI,South Africa,3969
1,1,0,1,0,1,Centurion,04-Feb-18,ODI,South Africa,3970
2,1,1,1,0,2,Cape Town,07-Feb-18,ODI,South Africa,3971
0,0,0,0,0,2,Johannesburg,10-Feb-18,ODI,South Africa,3973
2,1,1,1,0,2,Gqeberha,13-Feb-18,ODI,South Africa,3976
1,1,0,1,0,1,Centurion,16-Feb-18,ODI,South Africa,3978
1,1,0,1,0,2,Johannesburg,18-Feb-18,T20I,South Africa,652
1,1,0,1,0,2,Centurion,21-Feb-18,T20I,South Africa,654
0,0,0,0,0,2,Cape Town,24-Feb-18,T20I,South Africa,655
2,0,2,0,0,2,Dublin (Malahide),27-Jun-18,T20I,Ireland,678
2,0,2,0,0,1,Manchester,03-Jul-18,T20I,England,684
0,0,0,0,0,2,Cardiff,06-Jul-18,T20I,England,688
5,5,0,5,0,1,Bristol,08-Jul-18,T20I,England,690
1,1,0,1,0,1,Nottingham,12-Jul-18,ODI,England,4014
2,2,0,2,0,1,Lord's,14-Jul-18,ODI,England,4016
0,0,0,0,0,2,Leeds,17-Jul-18,ODI,England,4018
3,2,1,2,0,2,Dubai (DSC),18-Sept-18,ODI,Hong Kong,4039
3,2,1,2,0,1,Dubai (DSC),19-Sept-18,ODI,Pakistan,4040
1,1,0,1,0,1,Dubai (DSC),21-Sept-18,ODI,Bangladesh,4042
1,1,0,1,0,1,Dubai (DSC),23-Sept-18,ODI,Pakistan,4044
2,0,2,0,0,1,Dubai (DSC),25-Sept-18,ODI,Afghanistan,4046
2,0,2,0,0,1,Dubai (DSC),28-Sept-18,ODI,Bangladesh,4048
1,1,0,1,0,1,Guwahati,21-Oct-18,ODI,West Indies,4056
0,0,0,0,0,2,Visakhapatnam,24-Oct-18,ODI,West Indies,4059
3,2,1,2,0,1,Pune,27-Oct-18,ODI,West Indies,4062
1,0,1,0,0,2,Brabourne,29-Oct-18,ODI,West Indies,4063
1,1,0,1,0,1,Thiruvananthapuram,01-Nov-18,ODI,West Indies,4064
0,0,0,0,0,1,Sydney,12-Jan-19,ODI,Australia,4077
2,1,1,1,0,1,Adelaide,15-Jan-19,ODI,Australia,4078
1,0,1,0,0,1,Melbourne,18-Jan-19,ODI,Australia,4079
1,0,1,0,0,1,Napier,23-Jan-19,ODI,New Zealand,4082
1,0,1,0,0,2,Mount Maunganui,26-Jan-19,ODI,New Zealand,4085
0,0,0,0,0,2,Wellington,03-Feb-19,ODI,New Zealand,4092
0,0,0,0,0,1,Wellington,06-Feb-19,T20I,New Zealand,735
1,1,0,1,0,1,Auckland,08-Feb-19,T20I,New Zealand,737
2,1,1,1,0,1,Hamilton,10-Feb-19,T20I,New Zealand,738
1,1,0,1,0,2,Visakhapatnam,24-Feb-19,T20I,Australia,748
0,0,0,0,0,2,Bengaluru,27-Feb-19,T20I,Australia,749
2,1,1,1,0,1,Hyderabad,02-Mar-19,ODI,Australia,4102
2,2,0,2,0,2,Nagpur,05-Mar-19,ODI,Australia,4106
0,0,0,0,0,1,Ranchi,08-Mar-19,ODI,Australia,4109
1,0,1,0,0,1,Southampton,05-Jun-19,ODI,South Africa,4150
1,1,0,1,0,2,The Oval,09-Jun-19,ODI,Australia,4155
0,0,0,0,0,2,Manchester,16-Jun-19,ODI,Pakistan,4161
1,0,1,0,0,2,Southampton,22-Jun-19,ODI,Afghanistan,4169
1,1,0,1,0,2,Manchester,27-Jun-19,ODI,West Indies,4175
0,0,0,0,0,1,Birmingham,30-Jun-19,ODI,England,4179
1,1,0,1,0,2,Birmingham,02-Jul-19,ODI,Bangladesh,4182
4,3,1,3,0,1,Leeds,06-Jul-19,ODI,Sri Lanka,4187
1,1,0,1,0,1,Manchester,09-Jul-19,ODI,New Zealand,4190
